title	link	description	pubDate
"NH투자<b>증권</b>, 대고객 콘텐츠 알림톡 서비스 선봬…&quot;<b>MZ</b>세대 겨냥&quot;"	http://biz.newdaily.co.kr/site/data/html/2021/07/02/2021070200070.html	뉴데일리 김민아 기자 = NH투자<b>증권</b>은 <b>MZ</b>세대(1980년대 초~2000년대 초 출생자)의 투자 니즈와 눈높이를 반영한 대고객 콘텐츠 알림톡 무료 서비스를 시행한다고 2일 밝혔다. 이는 매일 오전 오늘의 신규 콘텐츠를 안내해... 	"Fri, 02 Jul 2021 11:16:00 +0900"
"NH투자<b>증권</b>, <b>MZ</b>세대 겨냥 '매일 알림톡 서비스' 실시"	http://www.newspim.com/news/view/20210702000448	NH투자<b>증권</b>은 <b>MZ</b>세대(1980년대 초~2000년대 초 출생자)의 투자 니즈와 눈높이를 반영한 '대고객 컨텐츠 알림톡 무료 서비스'를 시행한다고 2일 밝혔다. 대고객 컨텐츠 알림톡 무료 서비스는 매일 오전 오늘의 신규... 	"Fri, 02 Jul 2021 11:00:00 +0900"
"NH투자<b>증권</b>, <b>MZ</b>세대 대고객 알림톡 서비스 시작"	https://www.dnews.co.kr/uhtml/view.jsp?idxno=202107021047355830991	NH투자<b>증권</b>은 <b>MZ</b>세대(1980년대 초∼2000년대 초 출생자)의 투자 니즈와 눈높이를 반영한 ‘대고객 컨텐츠 알림톡 무료 서비스’를 시행한다고 2일 밝혔다. 대고객 컨텐츠 알림톡 무료 서비스는 매일 오전 오늘의 신규... 	"Fri, 02 Jul 2021 10:52:00 +0900"
"NH투자<b>증권</b>, <b>MZ</b>세대 겨냥 '대고객 컨텐츠 알림톡 서비스' 시행"	http://www.mediasr.co.kr/news/articleView.html?idxno=70079	NH투자<b>증권</b> ?NH투자<b>증권</b>은 <b>MZ</b>세대(1980년대 초~2000년대 초 출생자)의 투자 니즈와 눈높이를 반영한 '대고객 컨텐츠 알림톡 무료 서비스'를 시행한다고 2일 밝혔다. 대고객 컨텐츠 알림톡 무료 서비스는 매일 오전 오늘의... 	"Fri, 02 Jul 2021 23:04:00 +0900"
"NH투자<b>증권</b>, <b>MZ</b>세대 겨냥 '대고객 컨텐츠 알림톡 서비스' 시행"	http://www.wsobi.com/news/articleView.html?idxno=127733	NH투자<b>증권</b>(대표이사 정영채)은 <b>MZ</b>세대(1980년대 초~2000년대 초 출생자)의 투자 니즈와 눈높이를 반영한 '대고객 컨텐츠 알림톡 무료 서비스'를 시행한다고 2일 밝혔다. 대고객 컨텐츠 알림톡 무료 서비스는 매일 오전... 	"Fri, 02 Jul 2021 17:10:00 +0900"
"NH투자<b>증권</b>, <b>MZ</b> 세대 '대고객 컨텐츠 알림톡 서비스' 시행"	http://www.asiaa.co.kr/news/articleView.html?idxno=45979	"?NH투자<b>증권</b>은 <b>MZ</b>세대의 투자 니즈와 눈높이를 반영한 '대고객 컨텐츠 알림톡 무료 서비스'를 시행한다고 2일 밝혔다. 대고객 컨텐츠 알림톡 무료 서비스는 매일 오전 오늘의 신규 컨텐츠를 안내해 주는 서비스로, 쉬운... "	"Fri, 02 Jul 2021 15:26:00 +0900"
"NH투자<b>증권</b>, <b>MZ</b> 세대 겨냥 대고객 콘텐츠 알림톡 서비스 시행"	http://www.ftoday.co.kr/news/articleView.html?idxno=218690	사진=NH투자<b>증권</b> NH투자<b>증권</b>은 <b>MZ</b>세대(1980년대 초~2000년대 초 출생자)의 투자 니즈와 눈높이를 반영한 '대고객 컨텐츠 알림톡 무료 서비스'를 시행한다고 2일 밝혔다. 해당 서비스는 매일 오전 오늘의 신규 컨텐츠를... 	"Fri, 02 Jul 2021 15:22:00 +0900"
"NH투자<b>증권</b>, <b>MZ</b>세대 대고객 알림톡 서비스 시작"	http://mbnmoney.mbn.co.kr/news/view?news_no=MM1004379929	NH투자<b>증권</b>은 <b>MZ</b>세대의 투자 니즈와 눈높이를 반영한 '대고객 컨텐츠 알림톡 무료 서비스'를 시행한다고 2일 밝혔습니다. 대고객 컨텐츠 알림톡 무료 서비스는 매일 오전 오늘의 신규 컨텐츠를 안내해 주는 서비스로... 	"Fri, 02 Jul 2021 13:54:00 +0900"
"NH투자<b>증권</b>, <b>MZ</b>세대 겨냥 '대고객 콘텐츠 알림톡' 서비스"	http://www.shinailbo.co.kr/news/articleView.html?idxno=1431298	NH투자<b>증권</b>이 <b>MZ</b>세대(1980년대 초~2000년대 초 출생자)의 투자 니즈와 눈높이를 반영한 대고객 콘텐츠 '알림톡' 무료 서비스를 한다고 2일 밝혔다. 대고객 콘텐츠 알림톡 무료 서비스는 매일 오전 오늘의 신규 콘텐츠를... 	"Fri, 02 Jul 2021 13:36:00 +0900"
"NH투자<b>증권</b>, <b>MZ</b>세대 니즈 반영 '대고객 컨텐츠 알림톡 무료 서비스' 시행"	http://www.thefirstmedia.net/news/articleView.html?idxno=78287	사진=NH투자<b>증권</b> NH투자<b>증권</b>은 <b>MZ</b>세대(1980년대 초~2000년대 초 출생자)의 투자 니즈와 눈높이를 반영한 '대고객 컨텐츠 알림톡 무료 서비스'를 시행한다고 2일 밝혔다. 대고객 컨텐츠 알림톡 무료 서비스는 매일 오전... 	"Fri, 02 Jul 2021 12:54:00 +0900"
"NH투자<b>증권</b>, <b>MZ</b>세대에 컨텐츠 알림톡 서비스"	http://www.smedaily.co.kr/news/articleView.html?idxno=207681	NH투자<b>증권</b>은 <b>MZ</b>세대(1980년대 초~2000년대 초 출생자)의 투자 니즈와 눈높이를 반영한 '대고객 컨텐츠 알림톡 무료 서비스'를 시행한다고 2일 밝혔다. 대고객 컨텐츠 알림톡 무료 서비스는 매일 오전 오늘의 신규... 	"Fri, 02 Jul 2021 11:52:00 +0900"
<b>MZ</b>세대 투자광풍…주식계좌·거래액 `급증` [<b>MZ</b>세대 <b>증권</b>가 공습]	https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=215&aid=0000965380	"실제로 <b>MZ</b>세대는 <b>증권</b>가에서 `예비 큰손`으로 급부상했습니다. 지난해 40대와 50대 주식 투자자 증가폭이 50%가 채 되지 않은 반면, <b>MZ</b>세대의 증가폭은 140%를 뛰어 넘었습니다. 이렇게 빠른 증가세에 힘 입어 지난해 전체... "	"Wed, 16 Jun 2021 17:28:00 +0900"
"NH투자<b>증권</b>, <b>MZ</b>세대 맞춤형 서비스 '대고객 콘텐츠 알림톡' 선봬"	http://www.efnews.co.kr/news/articleView.html?idxno=90736	NH투자<b>증권</b>은 <b>MZ</b>세대의 투자 니즈와 눈높이를 반영한 '대고객 컨텐츠 알림톡 무료 서비스'를 시행한다고 2일 밝혔다. '대고객 컨텐츠 알림톡 무료 서비스'는 카카오톡으로 매일 오전 쉬운 투자 정보나 실시간 시황 등... 	"Fri, 02 Jul 2021 11:20:00 +0900"
"NH투자<b>증권</b>, <b>MZ</b> 세대 니즈 반영 '컨텐츠 알림톡' 무료 서비스"	http://www.newsworks.co.kr/news/articleView.html?idxno=557967	?NH투자<b>증권</b>은 <b>MZ</b>세대(1980년대 초~2000년대 초 출생자)의 투자 니즈와 눈높이를 반영한 '대고객 컨텐츠 알림톡 무료 서비스'를 시작한다고 2일 밝혔다. 대고객 컨텐츠 알림톡 무료 서비스는 매일 오전 오늘의 신규... 	"Fri, 02 Jul 2021 11:10:00 +0900"
"NH투자<b>증권</b>, <b>MZ</b>세대 겨냥 '대고객 컨텐츠 알림톡 서비스' 시행"	https://www.fetv.co.kr/news/article.html?no=89857	?NH투자<b>증권</b>은 <b>MZ</b>세대(1980년대 초~2000년대 초 출생자)의 투자 니즈와 눈높이를 반영한 ‘대고객 컨텐츠 알림톡 무료 서비스’를 시행한다고 2일 밝혔다. 대고객 컨텐츠 알림톡 무료 서비스는 매일 오전 오늘의 신규... 	"Fri, 02 Jul 2021 10:56:00 +0900"
"NH투자<b>증권</b>, <b>MZ</b> 세대 겨냥 '대고객 컨텐츠 알림톡 서비스' 시행"	http://www.dailysmart.co.kr/news/articleView.html?idxno=46945	사진=NH투자<b>증권</b> ?NH투자<b>증권</b>은 <b>MZ</b>세대(1980년대 초~2000년대 초 출생자)의 투자 니즈와 눈높이를 반영한 '대고객 컨텐츠 알림톡 무료 서비스'를 시행한다고 2일 밝혔다. 대고객 컨텐츠 알림톡 무료 서비스는 매일 오전... 	"Fri, 02 Jul 2021 10:52:00 +0900"
"NH투자<b>증권</b>, <b>MZ</b> 세대 겨냥 알림톡 서비스 시행"	http://www.kbanker.co.kr/news/articleView.html?idxno=99619	NH투자<b>증권</b>은 <b>MZ</b>세대(1980년대 초~2000년대 초 출생자)의 투자 니즈와 눈높이를 반영한 '대고객 컨텐츠 알림톡 무료 서비스'를 시행한다고 2일 밝혔다. 대고객 컨텐츠 알림톡 무료 서비스는 매일 오전 오늘의 신규... 	"Fri, 02 Jul 2021 10:46:00 +0900"
"'주린이 잡아라' 삼성<b>증권</b>, <b>MZ</b>세대 겨냥 간편앱 출시"	https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=648&aid=0000001775	삼성<b>증권</b>은 16일 <b>MZ</b>세대를 겨냥해 편의성을 대폭 보강한 간편투자 앱 'O2(오투·오늘의 투자)'를 정식 오픈하고 최근 급격히 증가하고 있는 주린이(주식+어린이) 시장 공략에 본격적으로 나선다고 밝혔다. 삼성<b>증권</b>은 &quot;기존... 	"Wed, 16 Jun 2021 13:43:00 +0900"
"&quot;<b>MZ</b>세대 모십니다&quot;…<b>증권</b>가, 눈높이 맞춘다"	https://www.ebn.co.kr/news/view/1487309/?sc=Naver	"투자자산에 대한 <b>MZ</b>세대의 관심도가 높아진 가운데 <b>증권</b>가의 <b>MZ</b>세대 모시기가 한창이다. <b>MZ</b>세대 눈높이를 맞추기 위해 웹툰 등 새로운 방식의 마케팅 전략을 펼치는가 하면, <b>MZ</b>세대를 겨냥한 MTS... "	"Fri, 11 Jun 2021 11:22:00 +0900"
"&quot;지금은 개미, 10년뒤엔 고액 자산가&quot;…중소형 <b>증권</b>사 <b>MZ</b> 공략 '올인'"	http://biz.newdaily.co.kr/site/data/html/2021/06/11/2021061100051.html	SK<b>증권</b>은 업계 최초로 <b>MZ</b>세대가 즐겨찾는 이커머스 플랫폼을 통해 온라인 쇼핑과 금융이 직접 결합된 서비스를 선보였다. 인터파크와 제휴를 맺고 삼성전자 제품을 구매한 고객에게 삼성전자 주식을 제공하는... 	"Fri, 11 Jun 2021 10:46:00 +0900"
"NH투자<b>증권</b>, <b>MZ</b> 세대 겨냥 '대고객 콘텐츠 알림톡' 서비스"	https://news.mtn.co.kr/newscenter/news_viewer.mtn?gidx=2021070211264936743	NH투자<b>증권</b>은 <b>MZ</b>세대 투자 니즈와 눈높이를 반영한 ‘대고객 콘텐츠 알림톡 무료 서비스’를 시행한다고 2일 밝혔다. 저장대고객 콘텐츠 알림톡 무료 서비스는 매일 오전 오늘의 신규 컨텐츠를 안내해 주는 서비스로... 	"Fri, 02 Jul 2021 11:30:00 +0900"
"출시 첫날 '매매 오류' 바닐라, <b>MZ</b>세대 쟁탈전 토스<b>증권</b> 이길까"	http://www.insightkorea.co.kr/news/articleView.html?idxno=89560	프로젝트바닐라가 21일 출시한 모바일트레이딩서비스(MTS) 바닐라는 최신 이슈와 트렌드에 어울리는 테마 추천 서비스 '바닐라픽'를 탑재했다.&lt;박지훈&gt; KB<b>증권</b>이 토스<b>증권</b> 등 빅테크 기반 <b>증권</b>사의 <b>MZ</b>세대 선점을 막기 위해... 	"Mon, 21 Jun 2021 17:56:00 +0900"
&quot;<b>MZ</b>세대 취향저격&quot; <b>증권</b>업계 MTS 개편 바람	https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=277&aid=0004917945	<b>증권</b>사들의 이 같은 MTS 개편 움직임은 <b>MZ</b>세대가 주요 고객들로 급부상하고 있기 때문이다. 한국예탁결제원에 따르면 작년 말 주식 투자를 하는 <b>MZ</b>세대는 총 315만7000명으로 집계됐다. 전년 155만3000명과 비교해 두 배... 	"Thu, 10 Jun 2021 11:35:00 +0900"
"&quot;<b>MZ</b>세대 잡아라&quot;…유진투자<b>증권</b>, 네이버웹툰 등판"	http://biz.newdaily.co.kr/site/data/html/2021/06/09/2021060900056.html	뉴데일리 김민아 기자 = 유진투자<b>증권</b>이 <b>MZ</b>세대(1980~2000년대 초반 출생자)를 겨냥한 브랜드 마케팅에 적극적으로 나서고 있다. 젊은 세대에게서 인기 있는 네이버웹툰을 마케팅 채널로 활용하는 것은 물론 해외투자에... 	"Wed, 09 Jun 2021 11:00:00 +0900"
토스<b>증권</b> 가입자 300만 돌파에 긴장...<b>증권</b>사 <b>MZ</b>세대 취향 맞춘 MTS 개편 바람	http://www.consumernews.co.kr/news/articleView.html?idxno=628595	<b>증권</b>사들이 <b>MZ</b>세대 공략을 위해 모바일트레이딩시스템(MTS)을 잇따라 개편하고 있다. 지난해부터 증시 활황으로 2030세대가 주요 고객으로 급부상하면서 쉽고 편하고 개인 맞춤 서비스를 제공하는 방향으로 변화를 주고... 	"Sun, 13 Jun 2021 09:02:00 +0900"
골프 손댄 ‘에프엔에프’…<b>MZ</b>세대 업고 종합패션기업 꿈꾼다	http://www.kukinews.com/newsView/kuk202107260269	"2030세대에게 사랑 받아온 패션 브랜드 엠엘비, 디스커버리 익스페디션 등을 운영 중인 에프엔에프가 <b>MZ</b>세대... 하누리 메리츠<b>증권</b> 애널리스트는 “테일러메이드는 골프채 부문에 특화된 브랜드로 타 카테고리 경쟁력... "	"Tue, 27 Jul 2021 05:02:00 +0900"
"유진투자<b>증권</b>도 <b>MZ</b>세대 공략, 고경모 의지에 마케팅 아이디어 짜내"	https://www.businesspost.co.kr/BP?command=article_view&num=235043	"7일 유진투자<b>증권</b> 관계자에 따르면 유진투자<b>증권</b>은 <b>MZ</b>세대를 공략하기 위해 스포츠와 결합한 이벤트 진행 등을 검토하고 있다. 유진투자<b>증권</b> 관계자는 &quot;기존에 <b>증권</b>사들이 많이 진행하고 있는 야구, 축구 등을 활용한... "	"Mon, 07 Jun 2021 18:32:00 +0900"
"KB금융 은행 <b>증권</b> 카드 <b>MZ</b>세대 잡아야 한다, 플랫폼기업에 밀리면 끝"	https://www.businesspost.co.kr/BP?command=article_view&num=234999	앞서 KB<b>증권</b>은 2020년 9월 줌인터넷과 합작법인 '프로젝트바닐라'를 세우고 통해 <b>MZ</b>세대를 위한 새 주식거래앱을 개발해왔다. 프로젝트 바닐라 관계자는 &quot;가칭 바닐라앱의 개발이 마무리단계에 접어들었다&quot;며 &quot;이르면... 	"Mon, 07 Jun 2021 15:38:00 +0900"
‘2030세대가 70%’ …토스<b>증권</b>이 <b>MZ</b>세대를 사로잡은 비결	https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=050&aid=0000057645	미래에셋<b>증권</b>·한국투자<b>증권</b>·KB<b>증권</b> 등은 <b>MZ</b>세대 관련 부서를 설치하고 주식 거래 앱을 새롭게 내놓는 등 <b>MZ</b>세대 사로잡기에 공을 들이고 있다. 게다가 토스<b>증권</b>은 금융 당국도 설득해야 한다. 당초 소수점 매매가... 	"Fri, 11 Jun 2021 06:58:00 +0900"
"비상장株, 가상자산, 음악 저작권..<b>MZ</b>세대 사로잡은 신흥 재테크"	http://kpenews.com/View.aspx?No=1862265	■ 미래 우량주를 상장 전 저렴하게 구입 '<b>증권</b>플러스 비상장' <b>MZ</b>세대의 투자가 증가하고 있는 곳은 비상장 주식이다. <b>증권</b>플러스 비상장에 따르면 전체 회원 중 <b>MZ</b>세대가 차지하는 비중이 45%에 달한다. 50만원 이하... 	"Fri, 16 Jul 2021 14:52:00 +0900"
"삼성<b>증권</b>, <b>MZ</b>세대 공략 간편투자앱 '오투' 선봬…&quot;주요 기능 한 화면에&quot;"	http://biz.newdaily.co.kr/site/data/html/2021/06/16/2021061600142.html	뉴데일리 김민아 기자 = 삼성<b>증권</b>이 편의성을 대폭 보강한 간편투자 앱 'O2(오투·오늘의 투자)'를 정식 오픈하고 최근 급격히 증가하고 있는 <b>MZ</b>세대 투심 공략에 본격적으로 나선다. 16일 삼성<b>증권</b>에 따르면 오투의 가장 큰... 	"Wed, 16 Jun 2021 15:50:00 +0900"
도시락 속의 삼성전자? <b>MZ</b>세대 주린이 겨냥 '주식 이벤트' 대흥행	http://www.ajunews.com/view/20210715153955443	토스<b>증권</b> 관계자는 &quot;<b>MZ</b>세대들은 자산 형성의 초기 단계에 있는 만큼 주식투자에 대한 접근성과 편의성을 최우선으로 고려했고 앞으로도 주식투자에 있어 새로운 고객 경험을 만들어 나가고자 한다&quot;고 말했다. <b>MZ</b>세대... 	"Thu, 15 Jul 2021 16:20:00 +0900"
"<b>MZ</b> 세대, 이제는 금으로 몰린다"	http://www.ggilbo.com/news/articleView.html?idxno=860468	때문에 <b>MZ</b>세대의 발길을 붙잡을 수 있었 던 것으로 보인다&quot;며 &quot;거래 수수료도 2% 안팎에 불과하며 매매차익 관련 세금은 물론 장내거래에 대한 부가가치세도 없다. 현재 금 투자를 위해 <b>증권</b>사 계좌를 개설한 새... 	"Mon, 26 Jul 2021 18:48:00 +0900"
"IBK<b>증권</b> “<b>MZ</b>세대, SNS와 친하고 ‘착한 기업' 선호···관련 ETF 투자 추천..."	https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=366&aid=0000729984	"IBK투자<b>증권</b>은 <b>MZ</b>세대(1980년대 초~2000년대 초에 태어난 세대)가 전체 인구의 40% 이상을 차지하며 향후 2030~2040년 소비의 주축이 될 것이라며, 이들의 소비 특징을 고려해 투자할 것을 9일 권했다. 김인식... "	"Wed, 09 Jun 2021 09:10:00 +0900"
"NH투자<b>증권</b> 나무(NAMUH), ‘연금 첫걸음, IRP 개설 이벤트’ 실시"	http://weekly.cnbnews.com/news/article.html?no=139560	"NH투자<b>증권</b> Digital영업본부 김두헌 본부장은 “최근 은퇴자금을 사전에 마련하고자 하는 <b>MZ</b>세대의 니즈가 확대되고, IRP 계좌의 실적배당형 상품 운용을 통해 적극적으로 수익을 관리 하려는 고객들이 가파르게... "	"Mon, 26 Jul 2021 16:40:00 +0900"
"[A <b>증권</b>가 소식] NH투자<b>증권</b>, QV프로젝트-에듀 멘토링 콘서트 온라인 특강 外"	http://www.asiaa.co.kr/news/articleView.html?idxno=52253	"?NH투자<b>증권</b>은 'QV 프로젝트-에듀 멘토링 콘서트'를 오는 12일, 19일 2회 진행한다고 9일 밝혔다. 해당 특강은... 특히 최근 늘어난 <b>MZ</b>세대 초보투자자의 눈높이에서 기존 리포트를 재가공해 투자정보에 대한 진입장벽을... "	"Mon, 09 Aug 2021 15:56:00 +0900"
"한화투자<b>증권</b>, 연 5% 우대금리 CMA RP형 이벤트"	http://www.whitepaper.co.kr/news/articleView.html?idxno=208307	한화투자<b>증권</b> 채널전략실 신충섭 상무는 &quot;<b>MZ</b>세대 등 투자를 시작하는 개인들이 보다 쉽고 편리하게 자산을 쌓을 수 있는 서비스를 늘 고민하고 있다&quot;며 &quot;쉬는 현금에 우대금리를 제공해 매매 부담을 줄이고... 	"Tue, 27 Jul 2021 09:22:00 +0900"
"삼성<b>증권</b>, <b>MZ</b>세대 겨냥 투자앱 '오투' 출시"	https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=009&aid=0004810101	한 화면에서 국내외 주식 주문 주식 용어도 알기 쉽게 풀어줘 삼성<b>증권</b>이 20·30대 <b>MZ</b>세대를 겨냥해 편하게 투자할 수 있도록 한 간편투자 애플리케이션 '오투(O2·오늘의 투자)'를 출시했다고 16일 밝혔다. 오투는 기존... 	"Wed, 16 Jun 2021 16:59:00 +0900"
"삼성<b>증권</b>, <b>MZ</b>세대 잡는다…간편투자앱 '오투(O2)' 출시"	https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=008&aid=0004602480	삼성<b>증권</b>은 16일 편의성을 대폭 보강한 간편투자 앱 'O2(오투 : 오늘의 투자)'를 정식 출시하고 최근 급격히... 실제 <b>MZ</b>세대(밀레니얼과 Z세대) 비중이 절반을 넘었던 설문 응답 고객들(232명) 중 42%가 '쉽고 직관적... 	"Wed, 16 Jun 2021 09:38:00 +0900"
"NH투자<b>증권</b>, '연금 첫걸음, IRP 개설 이벤트'"	http://www.metroseoul.co.kr/article/20210726500289	"김두헌 NH투자<b>증권</b> 디지털영업본부장은 &quot;최근 은퇴자금을 사전에 마련하고자 하는 <b>MZ</b>세대의 니즈가 확대되고, IRP 계좌의 실적배당형 상품 운용을 통해 적극적으로 수익을 관리하려는 고객들이 가파르게 늘고 있는... "	"Mon, 26 Jul 2021 14:42:00 +0900"
"KB<b>증권</b>도 <b>MZ</b>세대 겨냥한 주식앱 내놓는다, <b>MZ</b>세대 놓치면 미래 없다"	https://www.businesspost.co.kr/BP?command=article_view&num=232684	"최근 토스<b>증권</b>, 한국투자<b>증권</b> 등도 <b>MZ</b>세대를 겨냥한 앱을 내놨는데 KB<b>증권</b>이 <b>MZ</b>세대 확보 경쟁에서 주도권을 잡을 수 있을지 주목된다. 박정림 KB<b>증권</b> 각자대표이사 사장. 23일 KB<b>증권</b>에 따르면 <b>MZ</b>세대를 겨냥해... "	"Sun, 23 May 2021 09:34:00 +0900"
"KB<b>증권</b>도 <b>MZ</b>세대 겨냥한 주식앱 내놓는다, <b>MZ</b>세대 놓치면 미래 없다"	https://www.businesspost.co.kr/BP?command=article_view&num=232684	"최근 토스<b>증권</b>, 한국투자<b>증권</b> 등도 <b>MZ</b>세대를 겨냥한 앱을 내놨는데 KB<b>증권</b>이 <b>MZ</b>세대 확보 경쟁에서 주도권을 잡을 수 있을지 주목된다. 박정림 KB<b>증권</b> 각자대표이사 사장. 23일 KB<b>증권</b>에 따르면 <b>MZ</b>세대를 겨냥해... "	"Sun, 23 May 2021 09:34:00 +0900"
"<b>증권</b>가, 개인투자자 부문 강화로 순위경쟁서 '역전 기회' 노려"	http://www.enewstoday.co.kr/news/articleView.html?idxno=1500512	"'매수', '매도' 같은 용어를 '바로투자', '팔기' 등으로 바꾼 것도 <b>MZ</b>세대를 고려한 변화다. KB<b>증권</b> 역시 최근 카카오뱅크 주관사로 활약하며 개인투자자로부터 관심을 받았다. 공모주 일반 청약시 중복청약이... "	"Fri, 30 Jul 2021 08:50:00 +0900"
"한화투자<b>증권</b>, ‘연 최대 5% 우대 받는 Smart CMA RP 주식통장’ 이벤트"	http://www.mediapen.com/news/view/649179	신충섭 한화투자<b>증권</b> 채널전략실 상무는 “<b>MZ</b>세대 등 투자를 시작하는 개인들이 보다 쉽고 편리하게 자산을 쌓을 수 있는 서비스를 늘 고민하고 있다”며 “쉬는 현금에 우대금리를 제공해 매매 부담을 줄이고... 	"Mon, 26 Jul 2021 14:14:00 +0900"
"한화투자<b>증권</b>, 스마트 CMA RP 주식통장 이벤트 '최대 5% 우대'"	http://www.kbanker.co.kr/news/articleView.html?idxno=100129	한화투자<b>증권</b> 채널전략실 신충섭 상무는 &quot;<b>MZ</b>세대 등 투자를 시작하는 개인들이 보다 쉽고 편리하게 자산을 쌓을 수 있는 서비스를 늘 고민하고 있다&quot;며 &quot;쉬는 현금에 우대금리를 제공해 매매 부담을 줄이고... 	"Mon, 26 Jul 2021 14:38:00 +0900"
미래 고객 잡아라…<b>MZ</b>세대로 통하는 ‘메타버스’에 주목	https://www.ceoscoredaily.com/page/view/2021070717112580043	보험사 역시 <b>MZ</b>세대를 위한 미니 원데이 보험 상품의 출시와 젊은 감성의 광고 마케팅을 통해 신규 고객 유입과 이미지 개선에 나서고 있으며 <b>증권</b>사도 <b>MZ</b>세대의 감성에 적합한 플랫폼과 인터페이스를 구축하고 첫 거래... 	"Thu, 08 Jul 2021 07:04:00 +0900"
“<b>MZ</b>세대 투심을 잡아라”…체질개선 나선 <b>증권</b>업계 [창간 48주년 <b>MZ</b>세대를 엿...	https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=016&aid=0001834859	"이어 키움<b>증권</b>은 <b>MZ</b>세대로 구성된 조직문화개선실무위원회를 통해 ‘K-VOE(Kiwoom Voice of Employee)’를 운영 중이다. <b>MZ</b>세대의 목소리는 대표이사에게 직접 보고되며, 제안 의견에 대한 피드백 사항은 그룹웨어... "	"Thu, 13 May 2021 11:32:00 +0900"
<b>MZ</b>세대 투심을 잡아라…체질 개선에 나선 <b>증권</b>업계	https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=016&aid=0001835006	"이어 키움<b>증권</b>은 <b>MZ</b>세대로 구성된 조직문화개선실무위원회를 통해 ‘K-VOE(Kiwoom Voice of Employee)’를 운영 중이다. <b>MZ</b>세대의 목소리는 대표이사에게 직접 보고되며, 제안 의견에 대한 피드백 사항은 그룹웨어... "	"Thu, 13 May 2021 14:31:00 +0900"
"미래에셋<b>증권</b>, <b>MZ</b>세대를 위한 대학생 챌린지 시상식 개최"	https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=015&aid=0004548244	미래에셋<b>증권</b> 관계자는 “이번 대학생 챌린지는 <b>MZ</b>세대와 주린이 등 주식투자에 관심이 많은 신규 투자자들의 다양한 아이디어를 들을 수 있었던 유익한 행사였다”며 “이번에 학생들이 제공한 소중한 아이디어를... 	"Tue, 18 May 2021 10:26:00 +0900"
"미래에셋<b>증권</b>, <b>MZ</b>세대를 위한 대학생 챌린지 시상식 개최"	https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=014&aid=0004640921	미래에셋<b>증권</b> 관계자는 “이번 대학생 챌린지는 <b>MZ</b>세대와 주린이 등 주식투자에 관심이 많은 신규 투자자들의 다양한 아이디어를 들을 수 있었던 유익한 행사였다”며 “이번에 대학(원)생들이 제공한 소중한... 	"Tue, 18 May 2021 10:16:00 +0900"
"미래에셋<b>증권</b>, <b>MZ</b>세대를 위한 대학생 챌린지 시상식 개최"	https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=018&aid=0004932551	미래에셋<b>증권</b> 관계자는 “이번 대학생 챌린지는 <b>MZ</b>세대와 주린이 등 주식투자에 관심이 많은 신규 투자자들의 다양한 아이디어를 들을 수 있었던 유익한 행사였다”며 “이번에 대학(원)생들이 제공한 소중한... 	"Tue, 18 May 2021 10:21:00 +0900"
"미래에셋<b>증권</b>, <b>MZ</b>세대 위한 대학생 챌린지 시상식 개최"	https://www.ebn.co.kr/news/view/1484094/?sc=Naver	미래에셋<b>증권</b> 관계자는 &quot;이번 대학생 챌린지는 <b>MZ</b>세대와 주린이 등 주식투자에 관심이 많은 신규 투자자들의 다양한 아이디어를 들을 수 있었던 유익한 행사였다&quot;며 &quot;이번에 대학(원)생들이 제공한 소중한... 	"Tue, 18 May 2021 13:20:00 +0900"
"미래에셋<b>증권</b>, <b>MZ</b>세대를 위한 대학생 챌린지 시상식 개최"	https://www.etoday.co.kr/news/view/2027192	미래에셋<b>증권</b> 관계자는 “이번 대학생 챌린지는 <b>MZ</b>세대와 주린이 등 주식투자에 관심이 많은 신규 투자자들의 다양한 아이디어를 들을 수 있었던 유익한 행사였다”며 “이번에 대학(원)생들이 제공한 소중한... 	"Tue, 18 May 2021 10:40:00 +0900"
"미래에셋<b>증권</b>, <b>MZ</b>세대를 위한 대학생 챌린지 시상식 개최"	http://www.lawissue.co.kr/view.php?ud=2021051818345243939817d053b9_12	미래에셋<b>증권</b> 관계자는 “이번 대학생 챌린지는 <b>MZ</b>세대와 주린이 등 주식투자에 관심이 많은 신규 투자자들의 다양한 아이디어를 들을 수 있었던 유익한 행사였다”며 “이번에 대학(원)생들이 제공한 소중한... 	"Tue, 18 May 2021 18:36:00 +0900"
